item_id,order_id,product_id,quantity,unit_price,discount_percent
871,458,119,2,437.99,34.51
872,346,180,4,295.82,15.57
873,229,72,2,422.24,36.34
874,104,170,3,295.06,28.31
875,340,90,2,203.79,29.45
876,462,203,4,245.9,30.09
877,608,137,4,539.07,10.5
878,360,107,4,244.47,18.24
879,614,136,6,433.91,17.2
880,85,202,6,489.06,28.96
881,262,3,5,485.57,15.07
882,192,225,6,330.15,19.35
883,428,251,1,210.45,8.44
884,532,104,4,439.46,15.12
885,433,203,4,189.53,7.43
886,197,12,4,30.12,28.41
887,302,185,2,295.1,23.63
888,58,246,5,661.61,19.16
889,418,260,6,319.58,29.92
890,112,197,1,163.4,21.36
891,98,41,6,218.33,10.75
892,500,164,1,437.57,24.75
893,404,217,4,66.8,3.0
894,246,79,4,325.18,4.04
895,634,201,4,317.4,1.13
896,6,62,6,266.47,13.56
897,286,54,4,565.56,7.11
898,325,123,2,95.06,8.19
899,451,59,6,671.44,20.24
900,107,166,5,706.65,27.56
901,253,230,3,933.64,26.91
902,226,207,6,48.19,5.13
903,4,203,3,252.32,25.33
904,335,240,1,331.33,33.14
905,474,256,6,147.59,39.39
906,603,162,3,193.88,3.81
907,233,141,6,38.61,2.54
908,410,39,5,284.08,12.81
909,553,244,4,192.71,38.39
910,593,14,5,439.06,8.52
911,357,43,6,62.83,3.79
912,203,207,3,48.56,3.72
913,532,194,5,96.98,39.86
914,126,183,2,625.81,16.73
915,376,117,1,124.87,11.64
916,104,234,4,498.95,27.87
917,272,18,4,468.04,19.82
918,552,218,3,886.13,7.33
919,520,165,4,369.49,21.29
920,165,129,2,505.38,5.0
921,393,125,2,229.81,27.93
922,596,74,1,134.88,5.66
923,127,157,2,211.28,15.45
924,240,171,4,152.76,15.85
925,589,242,4,628.85,24.59
926,172,46,6,606.47,9.72
927,37,250,4,176.3,25.29
928,159,52,1,878.09,32.95
929,128,123,5,122.19,31.23
930,52,155,5,34.96,39.76
931,408,69,4,596.16,34.08
932,265,133,2,92.72,22.74
933,332,46,4,689.52,11.62
934,418,76,3,17.8,38.15
935,261,250,6,153.29,28.61
936,325,178,4,547.58,16.21
937,631,252,5,680.35,21.25
938,186,77,1,152.99,39.28
939,256,223,4,236.07,6.24
940,303,26,6,157.5,2.46
941,464,215,3,649.3,22.03
942,248,164,3,310.28,12.57
943,379,117,-1,130.34,38.09
944,474,58,6,505.42,9.55
945,342,159,1,349.38,28.28
946,566,229,1,676.44,28.9
947,595,123,5,120.55,24.19
948,77,229,2,760.6,23.8
949,83,55,2,706.44,29.24
950,19,3,3,349.29,13.66
951,287,257,3,682.04,6.52
952,138,89,3,282.0,25.79
953,504,169,3,546.7,3.88
954,18,175,1,45.16,5.46
955,100,44,6,322.59,1.62
956,590,249,2,238.46,12.31
957,52,123,5,70.5,9.28
958,356,82,1,574.8,39.32
959,225,110,5,713.85,2.95
960,363,43,6,63.81,16.54
961,576,89,4,237.96,6.4
962,268,46,1,889.87,24.82
963,295,140,3,355.82,2.8
964,633,233,6,363.07,30.6
965,300,232,2,199.77,0.43
966,61,123,6,71.72,34.96
967,71,190,4,859.02,32.07
968,132,242,1,523.09,32.52
969,39,77,3,274.18,32.57
970,324,76,3,12.13,17.34
971,629,146,3,10.57,1.75
972,549,243,6,487.81,11.61
973,393,118,3,106.88,32.99
974,588,115,2,432.03,4.92
975,123,63,1,444.34,12.79
976,506,14,4,312.88,36.99
977,527,53,3,589.63,18.63
978,24,233,4,296.44,13.95
979,401,223,6,154.57,11.02
980,627,68,5,399.36,11.08
981,160,68,1,437.14,18.16
982,483,89,1,265.37,4.71
983,379,64,6,170.41,38.83
984,283,222,4,625.95,37.19
985,334,104,5,684.96,38.7
986,261,192,6,610.83,0.24
987,556,43,3,53.47,21.35
988,176,11,3,174.12,28.39
989,262,99,6,367.9,33.21
990,436,6,6,16.73,37.07
991,74,42,5,37.79,1.89
992,425,91,3,425.11,23.56
993,280,251,5,332.22,15.2
994,372,95,2,185.11,39.95
995,179,97,4,429.6,35.94
996,301,225,1,495.26,2.48
997,574,251,6,309.8,26.83
998,573,134,5,436.99,9.41
999,411,27,3,551.16,12.72
1000,165,245,5,359.66,7.26
1001,194,249,2,343.48,12.87
1002,76,214,6,31.74,13.65
1003,68,234,2,592.05,26.62
1004,421,2,1,442.31,14.16
1005,307,206,5,629.6,10.83
1006,362,223,6,230.4,36.04
1007,317,139,4,114.61,5.91
1008,12,83,1,43.14,25.73
1009,338,12,5,46.67,35.6
1010,87,51,4,780.68,37.54
1011,587,247,1,415.78,30.78
1012,509,194,5,127.61,38.2
1013,269,195,1,456.94,31.92
1014,122,230,4,909.25,13.78
1015,162,237,2,27.05,21.53
1016,82,220,4,351.94,16.76
1017,604,238,3,629.64,6.72
1018,60,35,4,101.52,1.21
1019,467,47,3,623.83,2.26
1020,14,2,2,688.12,16.08
1021,324,222,5,474.38,28.66
1022,445,103,1,348.0,39.23
1023,118,40,4,231.49,25.19
1024,118,253,3,818.65,21.32
1025,516,9,6,278.2,37.84
1026,565,66,2,224.51,20.25
1027,380,10,4,156.51,13.07
1028,301,137,4,535.24,19.11
1029,177,72,1,693.02,13.37
1030,110,244,4,141.74,2.27
1031,382,257,-4,598.59,29.41
1032,342,141,1,38.73,37.1
1033,57,162,5,118.86,11.39
1034,330,46,3,716.92,0.73
1035,381,142,3,415.76,10.03
1036,271,212,4,106.75,8.95
1037,143,179,1,440.98,2.81
1038,404,32,5,284.08,14.93
1039,23,119,5,390.76,6.15
1040,117,157,2,195.59,30.92
1041,203,155,4,47.54,5.82
1042,608,64,6,254.5,25.02
1043,561,106,6,793.1,35.17
1044,113,15,2,105.65,21.17
1045,143,139,2,70.04,19.6
1046,482,169,2,794.38,28.32
1047,600,80,1,365.13,9.88
1048,200,69,6,809.21,31.9
1049,337,41,4,167.82,30.22
1050,542,162,3,170.21,13.11
1051,474,121,6,634.14,27.62
1052,217,179,5,429.42,32.96
1053,331,111,4,278.06,11.53
1054,335,254,6,94.35,18.33
1055,388,146,1,11.09,27.66
1056,163,231,4,188.97,15.13
1057,287,209,3,381.91,13.3
1058,324,51,2,396.69,25.31
1059,293,161,4,516.14,28.53
1060,443,107,5,163.98,2.03
1061,348,200,1,35.45,32.1
1062,442,169,4,490.14,24.97
1063,378,106,4,465.33,18.55
1064,381,143,2,74.87,36.98
1065,103,198,1,183.47,24.75
1066,466,93,2,311.06,4.71
1067,71,14,1,389.47,16.29
1068,335,150,1,923.85,3.81
1069,96,105,5,318.5,6.7
1070,294,128,2,409.0,7.63
1071,197,137,4,701.96,31.62
1072,125,74,2,146.35,25.54
1073,473,228,4,632.12,1.38
1074,3,195,5,740.66,16.06
1075,48,98,4,657.4,28.29
1076,563,200,1,25.52,4.51
1077,507,97,5,437.27,3.45
1078,542,181,2,453.82,5.89
1079,141,238,5,544.86,18.58
1080,159,209,1,367.55,38.36
1081,513,50,2,516.01,0.45
1082,561,106,4,800.09,22.93
1083,219,58,6,385.38,37.92
1084,179,74,5,174.82,28.38
1085,120,238,3,487.19,33.8
1086,269,224,2,461.84,9.9
1087,52,134,4,476.18,2.91
1088,129,49,2,356.41,28.06
1089,398,243,-1,281.81,1.59
1090,507,233,3,247.67,18.57
1091,133,99,2,301.14,8.99
1092,509,74,3,169.71,16.96
1093,354,172,6,544.28,16.04
1094,237,32,2,375.98,21.66
1095,340,34,3,574.97,2.9
1096,189,197,2,98.61,15.1
1097,562,116,6,610.69,29.94
1098,497,69,5,623.74,15.14
1099,217,232,3,182.87,20.39
1100,460,164,3,292.34,12.83
1101,183,80,5,358.77,1.44
1102,288,74,3,133.81,10.69
1103,287,60,6,235.69,29.94
1104,220,60,2,167.84,23.67
1105,505,118,2,138.7,26.43
1106,390,141,1,41.14,31.47
1107,103,137,1,611.2,1.52
1108,502,71,5,44.91,9.04
1109,450,60,1,162.67,27.41
1110,24,1,6,228.49,14.3
1111,95,101,3,140.44,39.1
1112,547,54,4,839.86,16.7
1113,82,155,6,40.85,1.13
1114,581,253,4,547.8,21.25
1115,605,40,3,214.49,33.92
1116,601,223,3,268.11,21.47
1117,582,128,2,390.35,26.01
1118,576,48,1,389.52,19.8
1119,388,63,4,383.3,38.52
1120,206,220,4,228.42,4.8
1121,396,161,5,633.63,16.89
1122,263,164,6,238.2,23.25
1123,482,181,6,382.54,35.3
1124,147,135,1,930.36,26.06
1125,346,178,2,437.2,19.54
1126,65,245,5,592.21,1.96
1127,243,198,3,221.96,34.94
1128,337,129,2,377.39,29.41
1129,104,237,2,25.4,35.96
1130,470,177,2,579.87,39.35
1131,407,69,2,511.72,33.98
1132,344,136,4,469.34,4.1
1133,489,32,6,327.0,5.15
1134,282,29,6,533.76,16.4
1135,539,8,3,252.03,4.68
1136,324,21,1,808.48,9.67
1137,549,61,5,469.09,24.02
1138,248,44,2,449.23,8.65
1139,540,19,3,314.69,7.85
1140,3,86,5,32.02,1.45
1141,170,247,5,545.76,26.88
1142,392,138,5,857.44,4.66
1143,587,181,5,450.11,3.35
1144,89,147,2,736.7,9.3
1145,257,185,5,310.14,16.51
1146,451,111,6,433.38,19.23
1147,570,218,6,749.2,36.41
1148,361,247,3,552.57,38.52
1149,437,143,6,83.12,36.59
1150,392,43,3,83.48,6.55
1151,162,257,3,593.82,19.44
1152,90,10,4,221.31,24.91
1153,365,74,5,233.79,7.13
1154,171,4,-4,605.44,15.08
1155,479,206,1,646.91,6.74
1156,20,249,5,222.13,39.59
1157,205,29,5,447.68,32.25
1158,282,152,6,850.05,14.92
1159,272,118,-4,129.25,23.86
1160,133,48,2,560.52,4.86
1161,287,228,3,562.79,11.88
1162,276,147,5,655.42,23.57
1163,19,215,3,453.99,9.4
1164,124,251,2,292.4,17.89
1165,202,26,5,204.95,18.08
1166,167,5,3,384.56,14.53
1167,465,181,-3,383.39,4.26
1168,401,164,5,297.78,16.69
1169,278,142,6,487.7,38.95
1170,371,139,6,69.94,6.18
1171,319,55,3,465.02,29.15
1172,386,152,4,874.43,10.4
1173,343,76,2,19.17,22.42
1174,584,207,4,71.64,39.29
1175,269,228,5,363.99,22.69
1176,125,212,6,75.31,27.7
1177,254,213,5,170.27,4.86
1178,546,241,1,115.15,33.38
1179,574,167,6,738.24,9.96
1180,588,150,-3,611.93,9.29
1181,496,239,1,214.72,6.43
1182,392,43,5,91.25,6.68
1183,376,203,6,182.53,6.33
1184,366,206,3,563.44,16.54
1185,445,86,4,45.78,4.75
1186,2,56,3,585.1,11.54
1187,120,145,5,8.5,3.96
1188,45,256,2,91.23,18.59
1189,294,126,3,889.67,27.77
1190,609,29,4,434.69,31.43
1191,237,222,1,477.88,7.81
1192,171,215,3,685.43,27.94
1193,325,100,6,153.8,30.56
1194,450,119,4,451.91,1.4
1195,477,188,1,549.93,5.99
1196,435,46,6,772.93,24.04
1197,195,204,2,82.11,23.92
1198,564,230,5,498.05,1.9
1199,239,192,3,502.16,10.27
1200,260,209,4,431.63,10.32
1201,345,100,5,98.42,23.98
1202,588,186,6,544.74,1.87
1203,189,136,3,753.5,21.43
1204,209,93,1,188.42,3.7
1205,47,161,5,571.61,31.02
1206,426,190,5,585.21,36.55
1207,338,215,2,617.74,34.59
1208,568,19,2,453.21,32.79
1209,519,150,2,866.87,6.04
1210,110,258,6,766.45,36.62
1211,351,77,-2,142.04,15.61
1212,341,242,1,672.79,31.95
1213,422,255,5,283.03,8.49
1214,556,68,5,434.61,9.38
1215,137,211,1,244.04,33.53
1216,385,57,6,592.88,2.37
1217,127,182,1,777.85,34.22
1218,101,169,5,424.27,6.75
1219,214,71,4,45.33,4.01
1220,355,229,-4,896.31,22.4
1221,35,237,3,21.58,10.49
1222,85,126,3,744.38,35.31
1223,357,7,4,479.27,34.73
1224,563,256,1,89.68,11.4
1225,620,196,1,608.45,1.68
1226,629,101,5,147.64,28.62
1227,9,37,2,742.02,33.17
1228,205,105,6,479.5,10.34
1229,323,181,2,503.22,38.0
1230,148,197,5,108.99,39.48
1231,388,34,-2,415.81,8.8
1232,31,134,5,497.37,34.78
1233,262,60,4,225.66,4.09
1234,14,5,4,429.54,32.09
1235,126,98,2,741.82,14.05
1236,617,12,5,44.09,1.96
1237,51,206,1,507.85,28.74
1238,232,255,-1,178.61,19.49
1239,500,161,4,632.26,34.63
1240,341,184,2,458.77,28.22
1241,114,155,-1,34.98,24.79
1242,60,240,6,527.63,12.61
1243,528,170,6,446.49,20.07
1244,509,239,6,161.81,39.51
1245,401,175,1,31.98,33.66
1246,564,166,3,613.23,16.0
1247,430,79,2,323.48,30.83
1248,38,75,2,761.21,5.67
1249,293,66,6,174.77,28.96
1250,154,259,6,778.04,6.66
1251,208,37,5,500.85,22.4
1252,395,259,5,447.34,35.28
1253,516,61,5,637.21,11.89
1254,393,259,6,534.78,15.23
1255,185,112,5,415.85,1.68
1256,116,145,3,12.24,25.08
1257,592,65,4,850.82,22.83
1258,134,74,3,237.74,16.75
1259,270,78,4,479.85,26.47
1260,306,219,5,181.61,35.75
1261,104,128,1,439.14,19.76
1262,616,7,5,616.32,35.04
1263,125,12,2,38.35,13.11
1264,217,205,1,151.79,19.03
1265,629,10,-1,136.9,21.82
1266,116,98,1,711.53,26.25
1267,47,68,1,456.11,18.13
1268,49,96,1,77.34,38.12
1269,100,142,-4,291.2,8.28
1270,485,125,5,291.69,10.11
1271,158,196,2,418.05,35.68
1272,270,10,5,218.82,8.41
1273,134,174,6,508.71,2.63
1274,13,204,5,81.83,15.29
1275,443,97,3,333.59,31.42
1276,181,71,2,49.86,26.63
1277,550,240,1,605.3,18.84
1278,301,257,4,587.4,6.22
1279,46,176,3,697.02,22.27
1280,364,88,6,334.48,9.9
1281,155,7,1,400.16,36.65
1282,225,38,4,371.03,29.44
1283,561,249,3,237.63,17.7
1284,201,99,2,407.59,11.44
1285,441,89,5,402.22,24.81
1286,180,33,5,107.94,9.24
1287,188,166,1,580.66,20.18
1288,293,165,2,395.54,1.27
1289,438,235,2,217.02,1.23
1290,384,57,2,575.62,25.67
1291,551,9,3,259.12,23.6
1292,136,81,3,486.46,6.98
1293,282,151,-4,799.88,31.48
1294,279,19,5,471.03,13.85
1295,607,166,3,620.62,23.08
1296,494,53,1,528.74,32.52
1297,444,5,3,264.96,8.46
1298,594,185,3,337.52,20.94
1299,262,169,2,710.11,12.74
1300,497,124,5,156.79,18.45
1301,58,164,2,416.98,2.98
1302,19,256,5,159.88,16.02
1303,379,256,4,130.16,29.05
1304,40,108,3,150.42,38.52
1305,65,51,3,544.3,32.82
1306,85,117,5,132.74,30.18
1307,365,22,2,45.41,2.64
1308,185,110,3,633.25,19.22
1309,618,177,3,513.95,7.78
1310,546,8,5,270.66,16.35
1311,211,78,6,506.48,27.44
1312,512,80,6,596.78,28.61
1313,625,22,5,39.2,16.29
1314,217,67,4,511.29,29.13
1315,281,240,2,611.79,11.78
1316,331,134,2,686.31,17.14
1317,93,60,1,188.53,8.22
1318,523,83,2,46.67,22.43
1319,416,197,1,86.96,9.48
1320,382,24,1,463.01,6.38
1321,227,53,5,379.39,27.33
1322,187,18,3,486.82,18.49
1323,374,211,5,144.63,31.62
1324,123,42,2,39.02,31.03
1325,286,12,-3,45.45,29.13
1326,336,115,1,364.74,1.87
1327,505,119,1,283.15,20.72
1328,392,186,3,936.31,37.74
1329,330,154,1,148.11,1.95
1330,406,234,5,640.42,10.42
1331,238,129,5,578.03,6.73
1332,195,45,2,472.34,24.69
1333,419,57,1,487.79,13.29
1334,231,255,1,231.84,29.81
1335,352,166,1,846.85,33.25
1336,438,172,5,519.41,19.64
1337,128,29,2,627.96,14.03
1338,76,162,5,135.72,32.38
1339,4,220,5,307.0,13.29
1340,17,67,3,480.87,32.34
1341,551,12,5,53.21,30.49
1342,177,66,6,181.52,5.0
1343,85,184,6,334.8,4.46
1344,356,20,4,401.68,26.84
1345,117,75,2,714.81,0.26
1346,364,67,6,501.92,38.01
1347,570,85,2,535.53,21.65
1348,23,185,4,452.44,1.73
1349,292,99,6,493.71,11.81
1350,235,257,5,616.62,29.9
1351,518,211,5,216.54,20.32
1352,228,226,3,274.77,3.7
1353,522,163,6,25.77,3.46
1354,318,149,6,511.01,10.79
1355,37,92,2,14.94,21.8
1356,288,54,3,694.75,34.04
1357,177,153,6,140.96,23.42
1358,521,45,2,559.28,21.95
1359,352,141,5,39.6,18.57
1360,596,69,5,806.29,8.96
1361,13,183,4,741.25,20.68
1362,624,99,3,249.94,15.37
1363,85,34,5,568.54,29.8
1364,162,156,5,126.49,16.58
1365,391,258,5,608.07,27.51
1366,567,88,3,345.42,34.41
1367,17,135,4,598.16,6.17
1368,121,61,5,678.3,38.14
1369,412,34,1,491.97,37.2
1370,372,122,2,484.74,15.02
1371,270,148,1,110.48,33.45
1372,34,165,5,538.65,26.2
1373,279,146,5,9.33,10.33
1374,165,94,6,719.0,24.01
1375,574,123,5,111.05,37.12
1376,382,207,6,60.08,1.84
1377,135,97,4,503.78,36.61
1378,106,153,3,197.98,13.16
1379,387,215,4,485.54,14.58
1380,223,239,4,202.74,10.08
1381,353,219,2,254.81,14.25
1382,457,233,4,192.07,11.16
1383,123,119,3,437.57,2.66
1384,493,7,6,551.68,14.95
1385,18,140,4,252.43,28.66
1386,391,7,1,627.82,16.85
1387,440,16,5,60.55,29.87
1388,46,142,6,326.78,38.34
1389,196,245,5,522.39,20.78
1390,225,226,6,210.63,7.43
1391,398,219,3,219.31,21.22
1392,417,39,1,342.98,32.68
1393,31,210,2,312.67,36.22
1394,18,54,2,764.16,0.62
1395,583,241,1,122.08,36.45
1396,374,131,2,186.56,4.53
1397,60,56,1,631.52,10.87
1398,410,104,6,502.57,38.43
1399,284,76,2,22.45,23.8
1400,593,88,1,442.35,32.2
1401,431,195,2,537.91,37.66
1402,193,178,6,673.31,28.93
1403,325,6,1,16.96,32.76
1404,70,116,3,543.19,17.59
1405,170,104,1,697.41,13.31
1406,428,90,3,194.35,25.25
1407,486,156,4,127.77,1.32
1408,99,6,2,22.59,16.03
1409,215,120,2,327.13,31.76
1410,424,153,2,151.11,25.56
1411,327,158,3,258.47,32.88
1412,485,74,4,224.94,21.67
1413,89,155,4,50.09,18.87
1414,310,253,3,828.28,11.51
1415,163,79,5,349.48,2.16
1416,369,98,4,838.91,37.06
1417,91,192,2,694.61,33.68
1418,376,101,2,152.91,15.72
1419,293,179,1,535.78,36.47
1420,284,140,1,246.36,39.81
