order_id,customer_id,order_date,status,region_code
514,84,2025-12-03 04:14:15,PLACED,US-E
515,290,2026-06-15 19:57:32,SHIPPED,APAC
516,441,2025-08-26 12:22:25,DELIVERED,EU
517,168,2025-10-02 11:17:51,SHIPPED,US-W
518,303,2026-06-17 02:03:32,DELIVERED,LATAM
519,73,2026-05-04 13:45:34,DELIVERED,APAC
520,140,2025-08-21 23:03:00,DELIVERED,APAC
521,373,2026-04-24 21:02:03,DELIVERED,APAC
522,192,2025-04-30 01:05:14,DELIVERED,US-W
523,367,2025-10-20 18:35:02,DELIVERED,LATAM
524,53,2026-06-21 09:33:22,PLACED,US-E
525,252,2026-03-10 19:30:54,SHIPPED,US-W
526,10,2025-12-09 05:32:05,SHIPPED,APAC
527,362,2026-05-26 01:56:17,DELIVERED,US-W
528,190,2025-04-07 17:02:52,PLACED,APAC
529,279,2025-10-12 06:33:37,SHIPPED,US-E
530,325,2026-04-15 01:10:44,SHIPPED,LATAM
531,394,2026-06-04 04:37:54,PLACED,US-E
532,337,2025-07-24 15:45:05,DELIVERED,LATAM
533,135,2026-02-19 19:51:43,PLACED,EU
534,169,2025-10-28 03:43:46,CANCELLED,EU
535,354,2026-01-13 00:56:32,PLACED,LATAM
536,443,25-01-2026 20:09:25,PLACED,US-E
537,116,2026-04-08 13:26:29,SHIPPED,EU
538,105,2025-06-23 03:52:48,SHIPPED,EU
539,198,2025-05-16 03:17:53,PLACED,US-W
540,299,03-09-2025 09:20:28,PLACED,US-W
541,355,2026-07-29 21:29:54,SHIPPED,EU
542,382,15-02-2026 23:28:37,SHIPPED,US-E
543,325,2025-09-12 12:22:32,PLACED,EU
544,478,2025-03-03 08:45:43,DELIVERED,US-E
545,362,2026-02-06 18:50:53,CANCELLED,US-E
546,121,2025-05-02 22:56:41,PLACED,EU
547,263,2026-03-09 05:23:05,DELIVERED,US-E
548,401,2025-03-12 06:34:27,DELIVERED,EU
549,88,2025-04-16 20:25:25,SHIPPED,US-E
550,476,2025-05-07 06:33:28,PLACED,US-E
551,464,2025-07-03 00:31:00,DELIVERED,EU
552,489,2025-03-24 10:42:10,CANCELLED,US-W
553,237,2026-04-08 20:06:13,DELIVERED,US-E
554,121,2025-08-09 22:53:19,PLACED,LATAM
555,354,2025-05-14 05:40:45,PLACED,US-E
556,223,2025-05-04 06:48:26,RETURNED,EU
557,223,2025-09-15 20:24:54,SHIPPED,US-W
558,260,2026-07-19 20:27:55,PLACED,LATAM
559,287,2026-06-27 17:39:47,DELIVERED,US-E
560,326,2025-03-07 16:45:35,PLACED,US-E
561,108,03-10-2025 11:25:20,DELIVERED,LATAM
562,463,2026-07-11 20:02:49,RETURNED,LATAM
563,29,2025-05-22 19:17:37,PLACED,EU
564,1,2025-08-17 02:05:09,PLACED,APAC
565,111,2026-07-20 10:26:48,PLACED,US-E
566,11,2026-08-05 18:42:49,DELIVERED,US-W
567,20,2026-06-08 02:41:32,PLACED,LATAM
568,180,2026-01-02 21:41:51,DELIVERED,EU
569,172,2025-05-15 13:52:29,SHIPPED,EU
570,25,2026-06-25 16:20:49,PLACED,US-W
571,99,2025-12-09 03:56:36,DELIVERED,US-W
572,57,2026-08-04 15:21:26,DELIVERED,APAC
573,354,2025-10-02 20:19:23,DELIVERED,US-W
574,67,01-10-2025 09:21:11,PLACED,US-W
575,502,2026-01-26 21:56:03,PLACED,APAC
576,202,2026-07-23 14:29:24,DELIVERED,US-W
577,219,2025-04-11 22:26:58,SHIPPED,APAC
578,308,2025-10-31 07:46:09,SHIPPED,LATAM
579,127,2025-07-17 19:24:55,PLACED,US-W
580,3,2025-07-03 01:26:59,DELIVERED,US-E
581,489,2025-08-09 00:11:04,SHIPPED,US-W
582,127,2026-06-23 11:58:28,DELIVERED,US-W
583,99,2025-06-05 20:48:05,CANCELLED,EU
584,427,04-02-2026 22:51:47,SHIPPED,EU
585,108,2026-04-29 15:08:02,SHIPPED,LATAM
586,15,2025-09-15 05:41:17,PLACED,US-E
587,371,2026-02-12 22:24:24,DELIVERED,APAC
588,222,2025-09-03 04:36:34,SHIPPED,EU
589,463,30-09-2025 19:48:28,DELIVERED,EU
590,334,2025-10-14 04:14:43,PLACED,EU
591,339,2026-02-22 12:12:07,DELIVERED,US-W
592,368,2026-03-04 15:12:52,DELIVERED,US-W
593,277,2026-01-07 17:15:29,DELIVERED,APAC
594,243,2026-07-30 01:42:55,SHIPPED,LATAM
595,490,2025-03-26 14:32:21,DELIVERED,US-W
596,410,2026-06-23 12:04:10,SHIPPED,US-W
597,449,2026-05-07 22:48:59,DELIVERED,APAC
598,408,2025-08-24 04:30:42,DELIVERED,APAC
599,29,2025-12-15 21:50:22,SHIPPED,APAC
600,92,2025-06-14 06:46:44,PLACED,US-W
601,145,2026-05-18 19:36:01,DELIVERED,US-E
602,121,2026-02-03 21:23:20,SHIPPED,APAC
603,122,2025-06-11 07:32:18,RETURNED,US-W
604,341,2025-04-21 22:38:41,PLACED,LATAM
605,375,16-03-2026 19:38:46,PLACED,EU
606,297,2026-07-10 03:49:29,DELIVERED,US-W
607,440,2025-09-24 15:02:28,DELIVERED,US-E
608,247,2025-07-26 16:12:32,PLACED,EU
609,,2026-06-09 22:34:55,PLACED,US-W
610,346,2026-03-09 05:28:07,DELIVERED,LATAM
611,189,2025-12-20 22:53:19,SHIPPED,APAC
612,,2025-04-03 10:01:46,DELIVERED,US-W
613,355,2025-11-20 23:19:39,DELIVERED,LATAM
614,235,2025-03-14 12:50:55,PLACED,US-E
615,43,2026-03-05 11:44:06,SHIPPED,US-E
616,49,2025-12-26 21:15:06,DELIVERED,US-E
617,139,2025-05-02 21:29:04,CANCELLED,US-E
618,380,2026-01-16 13:14:21,DELIVERED,APAC
619,251,2025-05-24 02:01:28,DELIVERED,APAC
620,479,2025-05-10 21:59:36,DELIVERED,US-W
